"","STATE","COUNTY","GROCPC","SNAPStoresPERTHO","SNAPRedemp","AMB_PAR06","PCT_FREE_LUNCH","PCT_REDUCED_LUNCH","PC_FRUVEG","PC_SNACKS","PC_SODA","PC_MEAT","PC_FATS","PC_PREPFOO","MILK_PRICE","SODA_PRICE","PCT_DIABET","PCT_OBESE_ADULTS","PCT_Child_OBESITY","PctNHWhite","PctNHBlack","PctHisp08","PctNHAsian","PctNHNA08","Median_Inc","Percent_Poverty","metro"
"764","Indiana","Rush",0.286,0.694,122461,81,28,7.6,180,123,71,68,19,315,0.82,0.96,9.4,29.2,13.2,96.6,0.8,0.9,0.6,0.2,45882,10.9,0
"765","Indiana","St. Joseph",0.139,0.502,270582,97,38.9,6.9,188,120,70,72,23,310,0.8,0.96,9.4,29.5,13,78.1,11.8,6.4,1.7,0.3,43931,14.6,1
"766","Indiana","Scott",0.211,0.846,244560,92,36.2,8.2,172,112,74,74,18,292,0.94,0.99,9,28.9,15.2,97.3,0.4,1.3,0.2,0.2,41304,16.4,0
"767","Indiana","Shelby",0.228,0.407,252366,82,22.8,7.5,180,123,71,68,19,315,0.82,0.96,9,29.9,19.1,94.3,1,2.8,1,0.2,52700,10.8,1
"768","Indiana","Spencer",0.197,0.696,63114,74,19.3,7.5,188,120,70,72,23,310,0.8,0.96,9.5,29,16.5,96.1,0.7,2.2,0.3,0.2,53781,9.3,0
"769","Indiana","Starke",0.298,0.803,148448,83,35,10.5,188,120,70,72,23,310,0.8,0.96,9.4,28.8,17,95.1,0.5,3,0.3,0.2,40950,15.4,0
"770","Indiana","Steuben",0.36,0.48,205006,89,24.3,8.3,188,120,70,72,23,310,0.8,0.96,9.3,29.2,14,94.8,0.6,2.9,0.6,0.3,48403,9.2,0
"771","Indiana","Sullivan",0.234,0.797,102643,89,31,11.5,180,123,71,68,19,315,0.82,0.96,8.6,27.9,16.4,93,4.6,1,0.2,0.3,41784,15.2,1
"772","Indiana","Switzerland",0.207,0.516,74011,73,29.8,10.6,185,123,70,66,20,315,0.81,0.93,9.9,28.8,13.4,97.6,0.6,1.1,0.1,0.1,42209,16.3,0
"773","Indiana","Tippecanoe",0.13,0.451,223832,91,24.5,7,180,123,71,68,19,315,0.82,0.96,6.9,27.6,15.2,82.6,3.5,7.3,5.3,0.2,45330,18.2,1
"774","Indiana","Tipton",0.125,0.314,127977,87,16.2,7.1,180,123,71,68,19,315,0.82,0.96,10.1,28.9,15.6,96.6,0.4,1.8,0.5,0.2,54089,8.7,1
"775","Indiana","Union",0.139,0.559,72259,82,21.3,11.7,185,123,70,66,20,315,0.81,0.93,9.3,29,12.6,97.3,0.9,0.7,0.2,0.3,42272,11.9,0
"776","Indiana","Vanderburgh",0.166,0.67,218048,93,39.3,10.6,188,120,70,72,23,310,0.8,0.96,9,27.3,12.8,87.5,8.5,1.3,1,0.2,41731,16.9,1
"777","Indiana","Vermillion",0.244,0.924,115869,80,29.5,10.3,180,123,71,68,19,315,0.82,0.96,9.8,30.5,14.1,96.8,0.8,1.1,0.1,0.2,42707,12.2,1
"778","Indiana","Vigo",0.189,0.67,258125,85,36.5,9.7,180,123,71,68,19,315,0.82,0.96,9.2,30.9,16.1,88.1,6.9,1.6,1.6,0.3,39250,19.7,1
"779","Indiana","Wabash",0.091,0.764,111017,89,25.6,8.5,180,123,71,68,19,315,0.82,0.96,9.6,29,14.9,96,0.6,1.4,0.5,0.7,46192,12,0
"780","Indiana","Warren",0.236,0.234,52745,99,15.9,8.1,180,123,71,68,19,315,0.82,0.96,10.1,29.9,14.9,97.8,0.2,1,0.4,0.2,52888,8.8,0
"781","Indiana","Warrick",0.175,0.468,96115,85,15.2,7.2,188,120,70,72,23,310,0.8,0.96,8.9,28.9,17.7,95.4,1.5,1.2,1.1,0.1,55960,7.7,1
"782","Indiana","Washington",0.215,0.429,193084,82,31.5,11.2,172,112,74,74,18,292,0.94,0.99,9.2,28.3,14.4,97.5,0.4,1,0.3,0.1,42017,13.9,1
"783","Indiana","Wayne",0.205,0.516,293480,93,34.4,9.8,180,123,71,68,19,315,0.82,0.96,9.9,27.6,15.9,90.4,5,2.1,0.6,0.2,40783,17.2,0
"784","Indiana","Wells",0.143,0.429,131791,81,15.7,8.5,188,120,70,72,23,310,0.8,0.96,9.2,29.7,10.3,96.5,0.3,1.9,0.3,0.2,51730,8.6,1
"785","Indiana","White",0.21,0.798,127573,97,25.3,10.7,180,123,71,68,19,315,0.82,0.96,9.7,29.1,14.3,90.5,0.3,7.9,0.3,0.3,45114,11.4,0
"786","Indiana","Whitley",0.246,0.367,179182,85,12.8,7.7,188,120,70,72,23,310,0.8,0.96,9.2,29.2,13.8,97,0.5,1.1,0.4,0.3,49996,7.5,1
"787","Iowa","Adair",0.394,1.332,48666,85,21.8,7.1,174,120,66,68,19,315,0.89,0.98,9,28.1,17.3,97.8,0.1,1,0.5,0.1,44824,10,0
"788","Iowa","Adams",0.245,0.743,50537,91,24.9,18.8,174,120,66,68,19,315,0.89,0.98,8.7,28.5,10.5,98,NA,0.9,0.2,0.5,40393,11.2,0
"789","Iowa","Allamakee",0.483,0.757,81011,80,27,11.7,169,122,64,61,21,298,0.88,0.97,8.3,27.3,17.5,90.5,0.2,8,0.3,0.2,39049,12.6,0
"790","Iowa","Appanoose",0.462,1.167,171364,88,34.7,9.2,174,120,66,68,19,315,0.89,0.98,9.1,27.7,15.3,96.7,0.6,1.2,0.5,0.2,33842,18.1,0
"791","Iowa","Audubon",0.33,0.995,21900,72,21.8,10.7,174,120,66,68,19,315,0.89,0.98,9,28.8,12.9,97.9,0.2,1,0.2,0.1,42206,11.1,0
"792","Iowa","Benton",0.189,0.641,73990,87,18.1,6.1,169,122,64,61,21,298,0.88,0.97,7,27.9,16.1,97.6,0.5,0.8,0.2,0.2,57029,8,1
"793","Iowa","Black Hawk",0.165,0.88,154108,92,30.5,7.7,169,122,64,61,21,298,0.88,0.97,7.9,26.6,14,86.4,8.1,2.8,1.2,0.2,45647,14.7,1
"794","Iowa","Boone",0.152,0.911,75502,91,20.6,7.2,174,120,66,68,19,315,0.89,0.98,8.1,30.3,15.7,97.1,0.6,1.3,0.4,0.2,48026,9.9,0
"795","Iowa","Bremer",0.211,0.718,76780,80,13.1,5.1,169,122,64,61,21,298,0.88,0.97,7.4,27.1,13.1,97.2,0.7,0.8,0.6,0.1,56456,7.1,1
"796","Iowa","Buchanan",0.239,0.808,80341,87,17.3,9.1,169,122,64,61,21,298,0.88,0.97,7.7,27.5,13.3,97.5,0.4,0.9,0.4,0.2,50220,10,0
"797","Iowa","Buena Vista",0.255,0.761,126346,83,35.1,12.2,174,120,66,68,19,315,0.89,0.98,8.3,28.2,18.4,72.4,1.8,20.8,4.1,0.1,44152,12.3,0
"798","Iowa","Butler",0.341,1.161,12830,83,16.5,8.7,169,122,64,61,21,298,0.88,0.97,8.5,26.7,15.4,97.9,0.2,0.9,0.3,0.1,47798,9.3,0
"799","Iowa","Calhoun",0.402,0.809,26953,72,22.9,8.5,174,120,66,68,19,315,0.89,0.98,9.1,29.1,12.6,96.6,1.1,1.4,0.2,0.2,43799,13.2,0
"800","Iowa","Carroll",0.382,0.669,109232,83,21.7,11,174,120,66,68,19,315,0.89,0.98,8.7,26.4,13.5,97.5,0.3,1.3,0.4,0.1,48792,9.1,0
"801","Iowa","Cass",0.505,1.301,99641,78,25.4,10,174,120,66,68,19,315,0.89,0.98,9,27.7,18.7,97.2,0.3,1.5,0.3,0.2,40716,13.9,0
"802","Iowa","Cedar",0.334,0.996,23674,82,13.1,5.7,169,122,64,61,21,298,0.88,0.97,7.6,27.6,7.2,96.9,0.4,1.5,0.4,0.2,55566,7.4,0
"803","Iowa","Cerro Gordo",0.182,0.982,153155,83,22.7,8.8,169,122,64,61,21,298,0.88,0.97,9.3,26.1,16,93.9,1.1,3.1,0.7,0.2,45023,13.1,0
"804","Iowa","Cherokee",0.257,0.952,54891,82,21.3,10.1,169,122,64,61,21,298,0.88,0.97,9.1,27.4,13.8,96.5,0.5,1.8,0.4,0.2,45349,8.6,0
"805","Iowa","Chickasaw",0.328,1.238,29205,74,15.2,8.8,169,122,64,61,21,298,0.88,0.97,8.4,27.3,10.8,97.4,0.1,1.3,0.4,NA,42814,10.4,0
"806","Iowa","Clarke",0.334,1.218,136180,87,32.4,9.4,174,120,66,68,19,315,0.89,0.98,8.4,26.7,12.8,91,0.3,7.1,0.6,0.4,43556,11.2,0
"807","Iowa","Clay",0.18,0.719,139078,86,23.1,8.9,169,122,64,61,21,298,0.88,0.97,8.3,28.5,15.7,95.4,0.3,2.8,0.8,0.1,44746,10.8,0
"808","Iowa","Clayton",0.34,0.74,28565,90,20.3,10.6,169,122,64,61,21,298,0.88,0.97,8.3,28.4,15.5,97.7,0.2,1.2,0.2,0.2,46462,10.8,0
"809","Iowa","Clinton",0.183,0.858,172428,87,28.8,7.7,169,122,64,61,21,298,0.88,0.97,9.2,27.9,14.6,93.7,2.3,1.9,0.6,0.2,46851,12,0
"810","Iowa","Crawford",0.303,0.731,153964,79,39,8.2,174,120,66,68,19,315,0.89,0.98,8.1,28.6,21.8,77.8,1,20,0.5,0.2,44444,12.3,0
"811","Iowa","Dallas",0.157,0.467,66833,82,15.1,5.4,174,120,66,68,19,315,0.89,0.98,6.5,28,17.1,90.1,1.2,6.1,1.8,0.1,69052,6.6,1
"812","Iowa","Davis",0.117,0.467,64665,83,24.1,8.9,169,122,64,61,21,298,0.88,0.97,7.9,26.7,16.7,97.3,0.2,1.3,0.2,0.2,43342,14.1,0
"813","Iowa","Decatur",0.237,0.714,96991,94,33.5,11.8,174,120,66,68,19,315,0.89,0.98,7.7,26,12.7,94.1,1.1,2.5,0.8,0.2,33939,21.7,0
"814","Iowa","Delaware",0.229,0.636,72658,85,16.2,9.7,169,122,64,61,21,298,0.88,0.97,7.9,27.8,9.3,98.4,0.1,0.8,0.2,0.1,49636,9.5,0
"815","Iowa","Des Moines",0.123,1.034,199001,87,30.8,7.1,169,122,64,61,21,298,0.88,0.97,8.5,30,11.3,90.8,4.3,2.5,0.7,0.3,43489,14.7,0
"816","Iowa","Dickinson",0.24,0.894,70053,92,15.9,7.9,169,122,64,61,21,298,0.88,0.97,8.7,27.2,14.7,97.8,0.2,1,0.3,0.2,50185,7.9,0
"817","Iowa","Dubuque",0.119,0.733,127893,85,23.2,9.8,169,122,64,61,21,298,0.88,0.97,7.2,27.3,12.7,94.6,1.7,1.9,0.8,0.2,49160,10.6,1
"818","Iowa","Emmet",0.385,0.861,73210,77,27.5,12.9,169,122,64,61,21,298,0.88,0.97,8.7,28.7,12.7,92.4,0.3,6.1,0.4,0.2,42568,12.1,0
"819","Iowa","Fayette",0.098,1.233,64341,93,26.7,10.3,169,122,64,61,21,298,0.88,0.97,8.3,28.2,15.9,95.8,0.8,2,0.6,0.2,40706,14.2,0
"820","Iowa","Floyd",0.184,1.112,78803,87,26.1,8.3,169,122,64,61,21,298,0.88,0.97,8.6,28.4,12.9,95.7,1,1.8,0.8,0.1,43393,12,0
"821","Iowa","Franklin",0.19,0.954,50264,72,30.8,8.1,174,120,66,68,19,315,0.89,0.98,8.6,27.8,17.5,87,0.1,12.4,0.2,NA,47270,10.3,0
"822","Iowa","Fremont",0.53,0.94,35716,85,26,13.8,174,120,66,68,19,315,0.89,0.98,8.6,29.2,19.6,94.9,0.5,3.1,0.3,0.3,45979,10.9,0
"823","Iowa","Greene",0.105,0.753,91313,68,29.4,8.4,174,120,66,68,19,315,0.89,0.98,8.5,28.7,17.5,96.4,0.2,2.4,0.3,0.1,45911,10.7,0
"824","Iowa","Grundy",0.494,0.903,14765,88,14.3,6.4,169,122,64,61,21,298,0.88,0.97,8.7,27.4,15.7,98.1,0.1,1,0.3,NA,58547,6.4,1
"825","Iowa","Guthrie",0.272,0.73,25245,85,21.8,8.6,174,120,66,68,19,315,0.89,0.98,8.1,27.6,12.6,96.6,0.3,2.2,0.2,0.1,48430,9.4,1
"826","Iowa","Hamilton",0.193,0.977,59542,77,21.2,9.6,174,120,66,68,19,315,0.89,0.98,8.2,28.3,12.7,94.3,0.3,2.3,2,0.2,49612,8.8,0
"827","Iowa","Hancock",0.352,0.881,25987,77,18.3,9.8,169,122,64,61,21,298,0.88,0.97,8.7,28.9,17.4,95.1,0.1,3.8,0.4,0.1,47588,8.6,0
"828","Iowa","Hardin",0.343,1.094,68195,84,23.5,8,174,120,66,68,19,315,0.89,0.98,8.8,27.9,15.8,94.7,0.8,3.3,0.4,0.1,46240,11.9,0
"829","Iowa","Harrison",0.195,0.788,47573,91,22.2,10,174,120,66,68,19,315,0.89,0.98,7.8,28,17.3,97.1,0.1,1.3,0.5,0.2,50362,10.8,1
"830","Iowa","Henry",0.297,0.742,158876,74,25.1,8,169,122,64,61,21,298,0.88,0.97,7.8,28,14.1,92.6,1.8,2.1,2.1,0.3,47353,12.1,0
"831","Iowa","Howard",0.315,0.949,51210,78,16.4,11.3,169,122,64,61,21,298,0.88,0.97,8.3,27.1,15.9,98.1,0.1,1,0.2,0.2,42318,11.1,0
"832","Iowa","Humboldt",0.209,0.946,65457,74,20.5,6.9,174,120,66,68,19,315,0.89,0.98,8.5,27.9,12.7,96.2,0.1,2.6,0.4,0.1,49027,10.5,0
"833","Iowa","Ida",0.289,0.729,47016,69,20.7,10.9,169,122,64,61,21,298,0.88,0.97,8.6,27.7,11.1,97.8,0.1,1.1,0.2,0.1,44890,10.2,0
"834","Iowa","Iowa",0.252,0.756,45356,87,14.6,5.5,169,122,64,61,21,298,0.88,0.97,8.5,29.4,19.4,97.2,0.3,1.5,0.4,0.1,54129,7.9,0
"835","Iowa","Jackson",0.3,0.701,130237,77,24.3,9.3,169,122,64,61,21,298,0.88,0.97,8.2,28,14.3,97.9,0.3,0.9,0.1,0.1,41944,12.5,0
"836","Iowa","Jasper",0.191,0.902,94462,82,20.9,7,174,120,66,68,19,315,0.89,0.98,8.7,30,14.2,95.9,1,1.5,0.6,0.2,48734,10.4,0
"837","Iowa","Jefferson",0.193,0.711,162390,88,27.3,8.2,169,122,64,61,21,298,0.88,0.97,7.8,28.1,11,93.5,0.9,2.5,2,0.2,43257,14.3,0
"838","Iowa","Johnson",0.207,0.398,207657,95,18.6,3.5,169,122,64,61,21,298,0.88,0.97,5.3,22.1,11.4,86.6,3.9,3.3,4.6,0.3,54871,15.7,1
"839","Iowa","Jones",0.246,0.836,71345,84,20.1,8.9,169,122,64,61,21,298,0.88,0.97,7.5,27,13,95.4,2.1,1.3,0.2,0.3,46012,11.6,1
"840","Iowa","Keokuk",0.372,0.841,25989,86,20.7,6.5,169,122,64,61,21,298,0.88,0.97,8.7,26.9,15.1,98.2,0.2,0.8,0.3,0.1,42683,12.7,0
"841","Iowa","Kossuth",0.513,0.711,72511,78,21.7,10.5,169,122,64,61,21,298,0.88,0.97,8.4,26.9,16.4,97.5,0.2,1.3,0.4,0.2,46389,11.1,0
"842","Iowa","Lee",0.224,0.791,212497,84,36.5,7.7,169,122,64,61,21,298,0.88,0.97,8.1,28.2,13.2,91.8,3.1,2.7,0.6,0.3,43718,14.6,0
"843","Iowa","Linn",0.131,0.853,144421,96,22.4,5.8,169,122,64,61,21,298,0.88,0.97,7.2,28.6,13.4,90.3,3.5,2.4,2,0.4,55173,9.3,1
"844","Iowa","Louisa",0.425,1.023,35058,75,34.9,11.6,169,122,64,61,21,298,0.88,0.97,8.2,28.8,18.7,82.8,0.6,15.7,0.2,0.2,44429,11.2,0
"845","Iowa","Lucas",0.106,0.861,92618,92,31.5,9,174,120,66,68,19,315,0.89,0.98,7.9,28.5,16.2,97.3,0.2,1.5,0.3,0.2,41007,15,0
"846","Iowa","Lyon",0.622,0.623,22435,92,15.8,7.9,169,122,64,61,21,298,0.88,0.97,7.8,26.2,12.2,98,0.3,0.8,0.2,0.2,50289,7.9,0
"847","Iowa","Madison",0.13,0.645,60044,83,15.7,6.1,174,120,66,68,19,315,0.89,0.98,7.3,28.2,13.6,97.2,0.3,1.4,0.2,0.2,51973,8.1,1
"848","Iowa","Mahaska",0.18,1.299,114760,85,28.3,6.8,174,120,66,68,19,315,0.89,0.98,7.4,27.7,16.5,95.1,0.9,1.5,1.2,0.2,46872,12.9,0
"849","Iowa","Marion",0.185,1.013,75973,80,17.7,7,174,120,66,68,19,315,0.89,0.98,7.6,27.8,12.3,96.2,0.6,1.2,1.1,0.2,51252,8.4,0
"850","Iowa","Marshall",0.255,1.139,123788,89,37.8,9.7,174,120,66,68,19,315,0.89,0.98,8,28.3,21.9,81.7,1.3,14.7,0.9,0.5,44615,12.9,0
"851","Iowa","Mills",0.198,0.596,61340,81,23.6,8.8,174,120,66,68,19,315,0.89,0.98,7.4,28.2,16.7,96.4,0.4,1.8,0.4,0.3,55094,9.6,1
"852","Iowa","Mitchell",0.465,1.027,16183,93,12.7,9.1,169,122,64,61,21,298,0.88,0.97,8.4,27.7,12.7,98.5,0.2,0.8,0.2,NA,46629,9.4,0
"853","Iowa","Monona",0.22,0.669,97099,77,28.4,10.8,174,120,66,68,19,315,0.89,0.98,8.9,27,16.2,96.9,0.2,1.2,0.2,1,41009,13.8,0
"854","Iowa","Monroe",0.396,0.924,64907,80,24.6,10.8,174,120,66,68,19,315,0.89,0.98,8.4,27.4,20,97.5,0.2,0.9,0.4,0.4,47628,13.4,0
"855","Iowa","Montgomery",0.273,0.644,219348,83,31.6,10.8,174,120,66,68,19,315,0.89,0.98,9,27.8,20.9,96,0.2,2.4,0.3,0.4,36817,14.2,0
"856","Iowa","Muscatine",0.213,0.753,188287,91,27.1,7.3,169,122,64,61,21,298,0.88,0.97,7.1,27.9,19,83.2,1,13.9,0.9,0.3,53234,11.9,0
"857","Iowa","O'Brien",0.498,0.645,62428,85,19.3,8.5,169,122,64,61,21,298,0.88,0.97,8.8,27.2,16.4,95.3,0.5,2.9,0.6,0.2,46584,9,0
"858","Iowa","Osceola",0.465,0.621,22767,72,20.2,7,169,122,64,61,21,298,0.88,0.97,8.2,27.1,15.1,94.6,0.3,4,0.2,0.3,43681,8.8,0
"859","Iowa","Page",0.252,1.085,117918,79,27,8.1,174,120,66,68,19,315,0.89,0.98,8.4,28.8,16.8,93.4,2,2.3,0.9,0.6,42317,14.7,0
"860","Iowa","Palo Alto",0.53,0.856,48148,72,22.4,10.2,169,122,64,61,21,298,0.88,0.97,9,27.3,9.7,97.6,0.1,1.1,0.4,0.2,42062,11.4,0
"861","Iowa","Plymouth",0.247,0.452,82636,88,13.6,6,169,122,64,61,21,298,0.88,0.97,8.2,28.3,16.6,95.6,0.4,2.6,0.5,0.2,54013,7.3,0
"862","Iowa","Pocahontas",0.652,0.926,30715,83,22.3,9.6,174,120,66,68,19,315,0.89,0.98,9.4,28.3,19,96.4,0.3,2.2,0.3,0.2,41594,10.8,0
"863","Iowa","Polk",0.151,0.699,179394,92,24.5,6.2,174,120,66,68,19,315,0.89,0.98,7.3,25.8,13.5,83.4,5.1,6.7,3,0.4,56980,9.9,1
"864","Iowa","Pottawattamie",0.168,0.614,257244,92,32.7,9.5,174,120,66,68,19,315,0.89,0.98,8,29.7,16.7,92.4,1.1,4.4,0.6,0.4,49817,11.6,1
"865","Iowa","Poweshiek",0.321,0.861,87879,91,18.1,8.9,174,120,66,68,19,315,0.89,0.98,8.6,27.5,19.4,94.9,0.7,1.9,1.3,0.2,49857,10.8,0
"866","Iowa","Ringgold",0.389,0.776,51023,74,32.6,9.9,174,120,66,68,19,315,0.89,0.98,9.2,27.1,18.4,98.5,0.1,0.5,0.3,0.2,36658,16.5,0
"867","Iowa","Sac",0.579,0.97,20868,71,22.2,12.5,174,120,66,68,19,315,0.89,0.98,9.3,28.6,18.7,96.9,0.3,1.6,0.4,0.1,41409,11.1,0
"868","Iowa","Scott",0.148,0.856,194211,92,30,7.2,169,122,64,61,21,298,0.88,0.97,7.5,26.3,13.5,84.3,6.7,5,2.1,0.3,52218,11.8,1
"869","Iowa","Shelby",0.325,0.659,106362,77,18.4,7.4,174,120,66,68,19,315,0.89,0.98,8.4,27.3,16,97.6,0.1,1.1,0.3,0.3,47103,9.4,0
"870","Iowa","Sioux",0.281,0.528,40852,71,19.2,8.8,169,122,64,61,21,298,0.88,0.97,6.7,24.5,15,92.8,0.3,5.6,0.7,0.1,52513,7.5,0
"871","Iowa","Story",0.117,0.542,108208,92,14.8,4.7,174,120,66,68,19,315,0.89,0.98,5.5,26.2,9.9,88.6,2.2,2.2,5.7,0.2,50265,17.8,1
"872","Iowa","Tama",0.225,0.848,43675,88,23.8,8.3,169,122,64,61,21,298,0.88,0.97,8.5,28.1,16.8,86.8,0.5,5.2,0.2,6.1,47298,10.7,0
"873","Iowa","Taylor",0.313,0.953,28403,78,30.6,13.7,174,120,66,68,19,315,0.89,0.98,9,27.7,15.4,94.2,NA,4.8,0.3,0.1,39792,14.4,0
"874","Iowa","Union",0.165,0.979,165106,87,30.6,11.6,174,120,66,68,19,315,0.89,0.98,8.3,26.4,16.1,96.1,0.6,2,0.4,0.2,40652,13.8,0
"875","Iowa","Van Buren",0.652,1.172,29632,88,23.6,11.1,169,122,64,61,21,298,0.88,0.97,8.4,27.3,11,97.7,0.1,1,0.2,0.2,38207,14.3,0
"876","Iowa","Wapello",0.169,1.211,191352,88,37.2,10.4,169,122,64,61,21,298,0.88,0.97,9,27.1,19.2,90.3,1.1,6.6,0.8,0.3,40202,15.2,0
"877","Iowa","Warren",0.113,0.688,70506,89,11.9,6.5,174,120,66,68,19,315,0.89,0.98,7.4,30.6,14,96.6,0.4,1.5,0.5,0.2,62317,6.8,1
"878","Iowa","Washington",0.188,0.656,112221,82,21.6,8.2,169,122,64,61,21,298,0.88,0.97,7.8,28.3,13.4,93.9,0.5,4.4,0.3,0.2,50130,9.2,1
"879","Iowa","Wayne",0.638,1.279,40515,80,37.5,10.9,174,120,66,68,19,315,0.89,0.98,9.2,28,17.1,97.8,0.1,0.9,0.3,0.1,35563,16.3,0
"880","Iowa","Webster",0.181,0.805,182815,88,32.9,10.8,174,120,66,68,19,315,0.89,0.98,8.3,28,15.6,90.8,3.7,3.1,0.8,0.3,41568,13.7,0
"881","Iowa","Winnebago",0.275,1.193,35271,83,20,10,169,122,64,61,21,298,0.88,0.97,8.5,27,17.1,95.4,0.3,2.6,0.7,0.3,43187,10.2,0
"882","Iowa","Winneshiek",0.335,0.622,110414,78,14.4,7.6,169,122,64,61,21,298,0.88,0.97,7.7,27.3,12.7,96.9,0.6,1.2,0.8,0.1,48826,10.6,0
"883","Iowa","Woodbury",0.186,0.712,178895,89,31,8.4,169,122,64,61,21,298,0.88,0.97,8.4,28.9,15,80,2.5,11.9,2.4,1.5,43616,14.2,1
"884","Iowa","Worth",0.261,1.175,14116,75,20.5,11.5,169,122,64,61,21,298,0.88,0.97,8.2,28.6,NA,96.3,0.4,2.1,0.3,0.1,48580,9.1,0
"885","Iowa","Wright",0.461,1.24,46740,75,26.8,10.6,174,120,66,68,19,315,0.89,0.98,8.9,26.5,16.3,89.9,0.2,8.8,0.2,0.2,46068,10.2,0
"886","Kansas","Allen",0.149,0.901,143425,86,34.4,16.1,169,122,64,61,21,298,0.88,0.97,9.3,31.3,14.5,92.6,1.9,2.6,0.3,0.9,37919,15.2,0
"887","Kansas","Anderson",0.38,0.501,98736,83,32,12.6,174,120,66,68,19,315,0.89,0.98,9,28.1,15.2,95.6,0.7,1.6,0.2,0.8,41825,13.7,0
"888","Kansas","Atchison",0.181,0.546,217785,82,39.7,14.3,174,120,66,68,19,315,0.89,0.98,8.5,30,14.2,89,5.9,2.4,0.3,0.6,42788,13.6,0
"889","Kansas","Barber",1.046,0.856,28407,93,21.5,14.3,169,122,64,61,21,298,0.88,0.97,9.5,29.2,11.9,94.7,0.5,3,0.1,0.7,42534,11.5,0
"890","Kansas","Barton",0.144,0.65,127191,83,37.4,12.5,169,122,64,61,21,298,0.88,0.97,9.2,30.3,11.1,84.8,1.5,11.8,0.3,0.5,42889,14.6,0
"891","Kansas","Bourbon",0.135,0.269,478872,89,39.4,13.3,169,122,64,61,21,298,0.88,0.97,9,28.7,17.6,92.2,3.4,1.6,0.4,0.9,37575,15.6,0
"892","Kansas","Brown",0.199,0.699,189491,73,34.5,14.7,169,122,64,61,21,298,0.88,0.97,9.8,29.8,9.9,84.5,1.7,3.3,0.5,8.3,38162,15.7,0
"893","Kansas","Butler",0.111,0.472,113747,93,17.7,7.6,169,122,64,61,21,298,0.88,0.97,8.8,28.5,9.3,92.1,2,2.9,0.6,0.9,57678,8.7,1
"894","Kansas","Chase",0.351,0.713,22240,85,27.1,12,169,122,64,61,21,298,0.88,0.97,8.8,29.7,NA,93.5,1.2,3.6,0.1,0.8,39788,12.3,0
"895","Kansas","Chautauqua",0.263,0.796,52013,114,30.5,17.8,143,104,70,67,17,281,0.93,1,10.1,28.8,19.7,90.2,0.4,2.5,0.1,4.2,35460,14.4,0
"896","Kansas","Cherokee",0.282,0.759,90993,86,40.9,13.5,169,122,64,61,21,298,0.88,0.97,9.5,29.4,15.1,90.2,0.8,1.4,0.4,3.8,37621,16.6,0
"897","Kansas","Cheyenne",1.082,0.729,20754,82,29.7,15.9,169,122,64,61,21,298,0.88,0.97,9.9,28,NA,94.3,NA,4.7,0.3,0.1,37413,10.4,0
"898","Kansas","Clark",1.437,0.949,19616,71,28.7,13.6,169,122,64,61,21,298,0.88,0.97,10.2,28.6,NA,91.9,0.3,5.5,0.3,1,41482,12.4,0
"899","Kansas","Clay",0.115,0.452,103741,77,19.8,15.8,169,122,64,61,21,298,0.88,0.97,9.2,29.6,16.6,95.7,0.9,1.5,0.1,0.4,43045,11.1,0
"900","Kansas","Cloud",0.32,0.741,95668,79,33.1,15.4,169,122,64,61,21,298,0.88,0.97,10.5,28.3,12.5,96.1,0.5,1.9,0.5,0.3,39126,13.6,0
"901","Kansas","Coffey",0.357,0.595,76828,82,25.7,10.3,174,120,66,68,19,315,0.89,0.98,8.8,29.2,24.2,94.6,0.4,2.1,0.8,0.6,49034,10.1,0
"902","Kansas","Comanche",1.066,1.026,18992,81,22.1,13.4,169,122,64,61,21,298,0.88,0.97,10.3,28.5,NA,96.2,0.1,2.4,0.3,0.3,38193,10.4,0
"903","Kansas","Cowley",0.146,0.675,166123,87,39.2,12.2,169,122,64,61,21,298,0.88,0.97,8.4,30.1,12.4,84.7,2.9,6.6,1.7,2,45163,15.9,0
"904","Kansas","Crawford",0.155,0.463,309880,89,40.4,11.3,169,122,64,61,21,298,0.88,0.97,8.7,29.8,14.2,89.6,2.1,3.5,2.1,1,37289,18.3,0
"905","Kansas","Decatur",0.34,0.687,29697,82,24.5,13.3,169,122,64,61,21,298,0.88,0.97,10.8,29.1,NA,96.2,0.7,1.9,0.1,0.1,36913,12.5,0
"906","Kansas","Dickinson",0.211,0.621,40229,72,21.9,15.1,169,122,64,61,21,298,0.88,0.97,8.7,29.1,8.5,92.6,1.6,3.5,0.3,0.6,46289,9.3,0
"907","Kansas","Doniphan",0.644,1.161,13151,82,28.1,10.4,174,120,66,68,19,315,0.89,0.98,9.6,28.9,39.7,92.7,2.6,1.7,0.3,1.4,43036,12.4,1
"908","Kansas","Douglas",0.15,0.279,208552,82,19.4,8.4,174,120,66,68,19,315,0.89,0.98,5.7,25.2,12.9,83.6,4.1,4,3.8,2.2,47614,17.8,1
"909","Kansas","Edwards",0.323,0.649,34573,82,35.6,15.2,169,122,64,61,21,298,0.88,0.97,9,28.6,12.2,83,0.3,15.6,0.4,0.4,39613,11.7,0
"910","Kansas","Elk",NA,0.656,28679,86,43.4,16.1,169,122,64,61,21,298,0.88,0.97,10.3,28.9,NA,92.3,0.2,3.5,0.2,1,32462,16,0
