"","Sale 1 Price","Sale 2 Price","Date Sale 1","Date Sale 2","City","Time Interval","Atlanta","Chicago","Dallas","Oakland"
"555",45900,46200,12,13,1,1,1,0,0,0
"556",48500,85000,11,57,1,46,1,0,0,0
"557",40000,44600,14,18,1,4,1,0,0,0
"558",41000,43000,22,28,1,6,1,0,0,0
"559",31500,68500,9,39,1,30,1,0,0,0
"560",36500,60900,28,51,1,23,1,0,0,0
"561",29900,28000,38,39,1,1,1,0,0,0
"562",36000,55000,30,39,1,9,1,0,0,0
"563",30400,50000,7,32,1,25,1,0,0,0
"564",27500,40500,12,31,1,19,1,0,0,0
"565",23500,35900,14,34,1,20,1,0,0,0
"566",29000,49000,36,55,1,19,1,0,0,0
"567",65500,72200,3,13,1,10,1,0,0,0
"568",43000,59500,30,37,1,7,1,0,0,0
"569",33500,79000,13,49,1,36,1,0,0,0
"570",75000,86500,57,65,1,8,1,0,0,0
"571",31100,44200,14,25,1,11,1,0,0,0
"572",59000,95000,6,26,1,20,1,0,0,0
"573",103500,143500,25,33,1,8,1,0,0,0
"574",67500,82000,6,18,1,12,1,0,0,0
"575",27200,28900,3,5,1,2,1,0,0,0
"576",29000,33300,17,22,1,5,1,0,0,0
"577",18000,53000,2,55,1,53,1,0,0,0
"578",44000,83000,29,65,1,36,1,0,0,0
"579",54900,100500,10,38,1,28,1,0,0,0
"580",34500,42000,3,14,1,11,1,0,0,0
"581",70000,83000,35,37,1,2,1,0,0,0
"582",33500,62000,26,66,1,40,1,0,0,0
"583",30000,28500,37,38,1,1,1,0,0,0
"584",49700,68000,30,49,1,19,1,0,0,0
"585",34500,34500,28,33,1,5,1,0,0,0
"586",46600,87000,13,36,1,23,1,0,0,0
"587",29000,40000,17,27,1,10,1,0,0,0
"588",48500,57000,6,16,1,10,1,0,0,0
"589",43000,47000,21,25,1,4,1,0,0,0
"590",21500,68500,9,35,1,26,1,0,0,0
"591",66500,67000,60,62,1,2,1,0,0,0
"592",56000,62500,35,58,1,23,1,0,0,0
"593",64400,79700,29,36,1,7,1,0,0,0
"594",58000,62900,35,54,1,19,1,0,0,0
"595",20500,24500,13,29,1,16,1,0,0,0
"596",76700,86000,30,51,1,21,1,0,0,0
"597",26400,59000,14,22,1,8,1,0,0,0
"598",29500,51000,8,27,1,19,1,0,0,0
"599",26500,51900,9,36,1,27,1,0,0,0
"600",25500,39500,24,57,1,33,1,0,0,0
"601",74000,84000,31,54,1,23,1,0,0,0
"602",28900,56900,13,56,1,43,1,0,0,0
"603",44000,49200,31,35,1,4,1,0,0,0
"604",49500,32900,17,20,1,3,1,0,0,0
"605",23500,37000,30,51,1,21,1,0,0,0
"606",41400,55000,30,35,1,5,1,0,0,0
"607",87500,114000,31,50,1,19,1,0,0,0
"608",27700,32000,1,22,1,21,1,0,0,0
"609",55500,76000,21,33,1,12,1,0,0,0
"610",27000,59000,11,53,1,42,1,0,0,0
"611",41000,53500,33,55,1,22,1,0,0,0
"612",27900,27900,34,39,1,5,1,0,0,0
"613",52500,59000,20,25,1,5,1,0,0,0
"614",32500,38000,14,26,1,12,1,0,0,0
"615",31000,37500,2,33,1,31,1,0,0,0
"616",28200,53000,2,31,1,29,1,0,0,0
"617",24400,33500,12,26,1,14,1,0,0,0
"618",38500,81000,12,39,1,27,1,0,0,0
"619",38500,54900,10,23,1,13,1,0,0,0
"620",63700,86000,28,39,1,11,1,0,0,0
"621",60000,82900,28,32,1,4,1,0,0,0
"622",69000,83000,30,35,1,5,1,0,0,0
"623",31400,30600,13,14,1,1,1,0,0,0
"624",35000,38000,8,13,1,5,1,0,0,0
"625",32000,33500,21,25,1,4,1,0,0,0
"626",27900,53000,11,35,1,24,1,0,0,0
"627",113000,119900,36,49,1,13,1,0,0,0
"628",112000,149000,27,35,1,8,1,0,0,0
"629",18500,39000,14,55,1,41,1,0,0,0
"630",34000,64500,13,39,1,26,1,0,0,0
"631",47500,70600,22,43,1,21,1,0,0,0
"632",49000,67900,3,18,1,15,1,0,0,0
"633",49900,50700,1,7,1,6,1,0,0,0
"634",85500,120000,26,38,1,12,1,0,0,0
"635",78000,76000,35,49,1,14,1,0,0,0
"636",31500,34000,37,39,1,2,1,0,0,0
"637",42000,64000,27,54,1,27,1,0,0,0
"638",40000,79500,13,61,1,48,1,0,0,0
"639",21500,27500,17,26,1,9,1,0,0,0
"640",27500,36400,2,14,1,12,1,0,0,0
"641",15500,18300,6,28,1,22,1,0,0,0
"642",35000,45800,12,19,1,7,1,0,0,0
"643",59000,64000,13,23,1,10,1,0,0,0
"644",41500,49900,35,37,1,2,1,0,0,0
"645",41900,54000,10,25,1,15,1,0,0,0
"646",30500,36500,25,32,1,7,1,0,0,0
"647",37400,51000,18,31,1,13,1,0,0,0
"648",30000,45000,32,38,1,6,1,0,0,0
"649",52000,129000,2,48,1,46,1,0,0,0
"650",36000,36500,22,23,1,1,1,0,0,0
"651",22500,62900,3,59,1,56,1,0,0,0
"652",80500,83000,36,39,1,3,1,0,0,0
"653",41000,62600,22,34,1,12,1,0,0,0
"654",33500,41500,23,30,1,7,1,0,0,0
"655",30000,43700,13,26,1,13,1,0,0,0
"656",35500,69500,11,54,1,43,1,0,0,0
"657",51500,66500,29,35,1,6,1,0,0,0
"658",54000,62500,17,23,1,6,1,0,0,0
"659",46000,64000,29,61,1,32,1,0,0,0
"660",35000,47500,14,27,1,13,1,0,0,0
"661",59900,59900,59,63,1,4,1,0,0,0
"662",32000,38500,29,31,1,2,1,0,0,0
"663",36500,41500,29,33,1,4,1,0,0,0
"664",31500,48000,38,53,1,15,1,0,0,0
"665",26500,40500,13,24,1,11,1,0,0,0
"666",35000,43000,12,25,1,13,1,0,0,0
"667",24000,46500,23,37,1,14,1,0,0,0
"668",72000,71000,33,52,1,19,1,0,0,0
"669",60000,90900,27,61,1,34,1,0,0,0
"670",25500,32500,27,33,1,6,1,0,0,0
"671",22400,27000,3,26,1,23,1,0,0,0
"672",63900,122000,8,32,1,24,1,0,0,0
"673",37800,37500,3,6,1,3,1,0,0,0
"674",45500,62000,28,35,1,7,1,0,0,0
"675",36500,47000,26,32,1,6,1,0,0,0
"676",65000,167200,6,46,1,40,1,0,0,0
"677",35000,45100,23,31,1,8,1,0,0,0
"678",38100,88000,5,54,1,49,1,0,0,0
"679",44900,63500,19,30,1,11,1,0,0,0
"680",58500,88000,23,35,1,12,1,0,0,0
"681",30400,38000,4,30,1,26,1,0,0,0
"682",63500,73500,15,23,1,8,1,0,0,0
"683",29000,53000,13,34,1,21,1,0,0,0
"684",28000,38000,35,53,1,18,1,0,0,0
"685",34500,44500,5,18,1,13,1,0,0,0
"686",32000,43000,1,14,1,13,1,0,0,0
"687",25000,60000,13,54,1,41,1,0,0,0
"688",34500,54000,27,42,1,15,1,0,0,0
"689",20500,42500,10,56,1,46,1,0,0,0
"690",48500,80000,14,33,1,19,1,0,0,0
"691",36000,40500,11,17,1,6,1,0,0,0
"692",36000,57500,30,55,1,25,1,0,0,0
"693",55100,55500,34,35,1,1,1,0,0,0
"694",25000,57000,26,54,1,28,1,0,0,0
"695",46500,105000,13,64,1,51,1,0,0,0
"696",32500,41500,11,18,1,7,1,0,0,0
"697",37000,57500,26,37,1,11,1,0,0,0
"698",45500,71000,28,35,1,7,1,0,0,0
"699",72000,86800,17,26,1,9,1,0,0,0
"700",81500,136000,23,42,1,19,1,0,0,0
"701",40000,63500,23,35,1,12,1,0,0,0
"702",25000,29000,35,39,1,4,1,0,0,0
"703",40300,48100,10,18,1,8,1,0,0,0
"704",52500,69900,30,44,1,14,1,0,0,0
"705",74000,76000,63,64,1,1,1,0,0,0
"706",17500,27000,21,33,1,12,1,0,0,0
"707",29500,32900,21,29,1,8,1,0,0,0
"708",22500,26900,14,26,1,12,1,0,0,0
"709",57000,54000,55,66,1,11,1,0,0,0
"710",41500,57500,24,37,1,13,1,0,0,0
"711",30400,43900,14,34,1,20,1,0,0,0
"712",122900,140000,33,45,1,12,1,0,0,0
"713",38000,79900,17,54,1,37,1,0,0,0
"714",34500,36500,1,9,1,8,1,0,0,0
"715",36000,51000,28,34,1,6,1,0,0,0
"716",25900,24900,19,26,1,7,1,0,0,0
"717",31500,62000,14,43,1,29,1,0,0,0
"718",33700,67500,5,30,1,25,1,0,0,0
"719",31100,77500,6,60,1,54,1,0,0,0
"720",19900,17900,27,28,1,1,1,0,0,0
"721",28500,54500,14,46,1,32,1,0,0,0
"722",28500,49500,25,55,1,30,1,0,0,0
"723",112000,170000,31,47,1,16,1,0,0,0
"724",20600,31500,9,23,1,14,1,0,0,0
"725",46800,62900,11,25,1,14,1,0,0,0
"726",57000,58000,34,42,1,8,1,0,0,0
"727",57000,77500,23,36,1,13,1,0,0,0
"728",23000,56000,31,37,1,6,1,0,0,0
"729",58500,82000,20,38,1,18,1,0,0,0
"730",35100,57300,20,58,1,38,1,0,0,0
"731",29000,47000,11,26,1,15,1,0,0,0
"732",17300,24000,1,36,1,35,1,0,0,0
"733",33500,42500,26,35,1,9,1,0,0,0
"734",39000,73000,13,35,1,22,1,0,0,0
"735",52000,61000,32,54,1,22,1,0,0,0
"736",44000,62900,17,30,1,13,1,0,0,0
"737",56000,69000,29,37,1,8,1,0,0,0
"738",26300,36000,14,31,1,17,1,0,0,0
"739",60500,81000,26,46,1,20,1,0,0,0
"740",14000,14000,18,19,1,1,1,0,0,0
"741",30000,55900,22,37,1,15,1,0,0,0
"742",58000,81000,27,46,1,19,1,0,0,0
"743",73500,114000,28,61,1,33,1,0,0,0
"744",23800,20700,18,22,1,4,1,0,0,0
"745",23000,36500,31,37,1,6,1,0,0,0
"746",32000,46500,32,39,1,7,1,0,0,0
"747",24000,25000,22,23,1,1,1,0,0,0
"748",27900,35000,23,31,1,8,1,0,0,0
"749",83000,77500,36,46,1,10,1,0,0,0
"750",69000,78500,31,46,1,15,1,0,0,0
"751",60000,70000,9,14,1,5,1,0,0,0
"752",85000,117000,34,55,1,21,1,0,0,0
"753",28500,42300,38,43,1,5,1,0,0,0
"754",33000,33000,57,58,1,1,1,0,0,0
"755",66900,73000,31,54,1,23,1,0,0,0
"756",76500,85000,35,60,1,25,1,0,0,0
"757",40900,43900,32,33,1,1,1,0,0,0
"758",32500,44900,28,56,1,28,1,0,0,0
"759",60000,74900,25,38,1,13,1,0,0,0
"760",109500,116000,42,46,1,4,1,0,0,0
"761",24900,27000,24,31,1,7,1,0,0,0
"762",15000,33900,7,60,1,53,1,0,0,0
"763",39200,57000,8,18,1,10,1,0,0,0
"764",47500,79000,26,64,1,38,1,0,0,0
"765",41000,117500,13,37,1,24,1,0,0,0
"766",47900,58000,19,28,1,9,1,0,0,0
"767",32200,67900,8,58,1,50,1,0,0,0
"768",45000,49000,15,17,1,2,1,0,0,0
"769",34400,48000,10,54,1,44,1,0,0,0
"770",63000,78000,21,31,1,10,1,0,0,0
"771",36000,60000,35,47,1,12,1,0,0,0
"772",41000,53000,14,22,1,8,1,0,0,0
"773",24500,31900,12,21,1,9,1,0,0,0
"774",37700,63000,29,51,1,22,1,0,0,0
"775",26000,24000,25,26,1,1,1,0,0,0
"776",22500,36500,17,34,1,17,1,0,0,0
"777",15900,37900,30,60,1,30,1,0,0,0
"778",23900,24900,12,14,1,2,1,0,0,0
"779",30500,76100,14,47,1,33,1,0,0,0
"780",37000,45000,21,27,1,6,1,0,0,0
"781",55000,59000,36,55,1,19,1,0,0,0
"782",38000,52900,31,57,1,26,1,0,0,0
"783",35500,90800,2,50,1,48,1,0,0,0
"784",34000,36200,9,12,1,3,1,0,0,0
"785",45000,65000,26,45,1,19,1,0,0,0
"786",87000,116500,31,37,1,6,1,0,0,0
"787",32600,51500,16,29,1,13,1,0,0,0
"788",25000,33500,17,31,1,14,1,0,0,0
"789",53500,72000,25,38,1,13,1,0,0,0
"790",114000,114500,60,62,1,2,1,0,0,0
"791",30000,55500,14,36,1,22,1,0,0,0
"792",48000,75000,30,61,1,31,1,0,0,0
"793",24500,31000,8,38,1,30,1,0,0,0
"794",81500,97500,28,53,1,25,1,0,0,0
"795",38000,49000,9,14,1,5,1,0,0,0
"796",17500,42000,13,36,1,23,1,0,0,0
"797",20000,45000,16,33,1,17,1,0,0,0
"798",75000,79500,37,50,1,13,1,0,0,0
"799",42700,45400,22,25,1,3,1,0,0,0
"800",34000,46000,8,18,1,10,1,0,0,0
"801",66000,81000,37,46,1,9,1,0,0,0
"802",42900,74500,16,31,1,15,1,0,0,0
"803",39900,71900,27,46,1,19,1,0,0,0
"804",175000,207000,38,47,1,9,1,0,0,0
"805",68900,79900,13,23,1,10,1,0,0,0
"806",21500,26000,6,14,1,8,1,0,0,0
"807",27500,30000,12,19,1,7,1,0,0,0
"808",30500,36000,39,54,1,15,1,0,0,0
"809",23900,20100,14,15,1,1,1,0,0,0
"810",25900,28000,30,43,1,13,1,0,0,0
"811",26500,40500,11,26,1,15,1,0,0,0
"812",50000,69900,29,54,1,25,1,0,0,0
"813",51000,85000,29,54,1,25,1,0,0,0
"814",42000,68000,23,38,1,15,1,0,0,0
"815",31000,61200,2,32,1,30,1,0,0,0
"816",54500,65000,11,28,1,17,1,0,0,0
"817",60900,59400,29,30,1,1,1,0,0,0
"818",36900,38900,36,37,1,1,1,0,0,0
"819",32500,69000,10,36,1,26,1,0,0,0
"820",158800,185000,43,46,1,3,1,0,0,0
"821",41500,41500,5,9,1,4,1,0,0,0
"822",59000,55000,55,56,1,1,1,0,0,0
"823",34900,59000,7,28,1,21,1,0,0,0
"824",49800,59500,30,34,1,4,1,0,0,0
"825",65000,122500,15,34,1,19,1,0,0,0
"826",65000,87000,32,55,1,23,1,0,0,0
"827",139000,148000,62,64,1,2,1,0,0,0
"828",25000,28000,35,37,1,2,1,0,0,0
"829",27900,39000,13,27,1,14,1,0,0,0
"830",66400,107000,21,37,1,16,1,0,0,0
"831",26500,37000,39,46,1,7,1,0,0,0
"832",22000,44000,10,29,1,19,1,0,0,0
"833",18000,41500,12,47,1,35,1,0,0,0
"834",37500,56000,20,34,1,14,1,0,0,0
"835",25100,40000,11,29,1,18,1,0,0,0
"836",40000,48000,11,15,1,4,1,0,0,0
"837",103500,142000,30,39,1,9,1,0,0,0
"838",50500,65000,25,36,1,11,1,0,0,0
"839",39500,48500,11,13,1,2,1,0,0,0
"840",31400,38000,14,19,1,5,1,0,0,0
"841",35000,54500,3,23,1,20,1,0,0,0
"842",34500,43500,31,36,1,5,1,0,0,0
"843",14000,29500,32,52,1,20,1,0,0,0
"844",52000,54000,63,64,1,1,1,0,0,0
"845",37500,41000,17,24,1,7,1,0,0,0
"846",118700,134100,62,66,1,4,1,0,0,0
"847",73000,71000,46,54,1,8,1,0,0,0
"848",62000,78000,26,31,1,5,1,0,0,0
"849",53000,56900,14,18,1,4,1,0,0,0
"850",65000,64000,35,50,1,15,1,0,0,0
"851",24000,33000,7,26,1,19,1,0,0,0
"852",36000,38900,33,38,1,5,1,0,0,0
"853",47900,66000,29,58,1,29,1,0,0,0
"854",23000,30000,16,23,1,7,1,0,0,0
"855",27500,44500,10,28,1,18,1,0,0,0
"856",47000,54000,18,23,1,5,1,0,0,0
"857",28000,37000,15,39,1,24,1,0,0,0
"858",45700,56100,6,18,1,12,1,0,0,0
"859",25500,31500,12,27,1,15,1,0,0,0
"860",35000,57000,18,29,1,11,1,0,0,0
"861",23400,37500,8,45,1,37,1,0,0,0
"862",36500,60800,37,56,1,19,1,0,0,0
"863",25500,30000,5,25,1,20,1,0,0,0
"864",32000,62000,5,35,1,30,1,0,0,0
"865",41800,36700,35,36,1,1,1,0,0,0
"866",56900,67500,37,39,1,2,1,0,0,0
"867",32000,60500,22,65,1,43,1,0,0,0
"868",18900,29000,2,36,1,34,1,0,0,0
"869",45500,110000,11,34,1,23,1,0,0,0
"870",33000,74000,5,38,1,33,1,0,0,0
"871",79900,91500,34,62,1,28,1,0,0,0
"872",41500,69900,2,27,1,25,1,0,0,0
"873",38500,46100,31,33,1,2,1,0,0,0
"874",43900,46700,16,23,1,7,1,0,0,0
"875",34600,78500,6,36,1,30,1,0,0,0
"876",45500,72000,25,43,1,18,1,0,0,0
"877",19500,28000,22,30,1,8,1,0,0,0
"878",32300,52300,17,34,1,17,1,0,0,0
"879",76500,70000,63,64,1,1,1,0,0,0
"880",70300,81000,33,62,1,29,1,0,0,0
"881",48500,83000,2,26,1,24,1,0,0,0
"882",28000,37000,9,29,1,20,1,0,0,0
"883",29000,35000,7,14,1,7,1,0,0,0
"884",69000,118000,61,62,1,1,1,0,0,0
"885",39500,92000,7,43,1,36,1,0,0,0
"886",32200,32200,2,4,1,2,1,0,0,0
"887",183500,180000,39,43,1,4,1,0,0,0
"888",59800,83000,21,31,1,10,1,0,0,0
"889",28600,40000,7,26,1,19,1,0,0,0
"890",62000,79000,30,36,1,6,1,0,0,0
"891",50000,59800,13,24,1,11,1,0,0,0
"892",72400,85000,56,62,1,6,1,0,0,0
"893",86000,103100,31,43,1,12,1,0,0,0
"894",21500,35000,2,26,1,24,1,0,0,0
"895",47000,63000,29,35,1,6,1,0,0,0
"896",37500,42500,13,24,1,11,1,0,0,0
"897",48500,80000,22,33,1,11,1,0,0,0
"898",8500,23000,9,57,1,48,1,0,0,0
"899",63500,63200,36,38,1,2,1,0,0,0
"900",21900,34900,30,55,1,25,1,0,0,0
"901",76000,211500,4,34,1,30,1,0,0,0
"902",26000,63000,5,34,1,29,1,0,0,0
"903",20900,43900,10,39,1,29,1,0,0,0
"904",32800,53500,6,25,1,19,1,0,0,0
"905",85200,87900,31,49,1,18,1,0,0,0
"906",78000,85000,39,54,1,15,1,0,0,0
"907",55500,61900,36,40,1,4,1,0,0,0
"908",45000,65200,25,36,1,11,1,0,0,0
"909",14000,16900,15,18,1,3,1,0,0,0
"910",57500,125000,6,37,1,31,1,0,0,0
"911",76000,76000,30,31,1,1,1,0,0,0
"912",40000,77000,26,55,1,29,1,0,0,0
"913",52500,74000,24,54,1,30,1,0,0,0
"914",44000,69500,37,59,1,22,1,0,0,0
"915",98400,98400,33,37,1,4,1,0,0,0
"916",32500,54500,9,31,1,22,1,0,0,0
"917",55500,58000,30,32,1,2,1,0,0,0
"918",75500,105000,21,30,1,9,1,0,0,0
"919",59000,81500,27,44,1,17,1,0,0,0
"920",58500,74000,30,44,1,14,1,0,0,0
"921",15100,40000,29,53,1,24,1,0,0,0
"922",19500,32200,14,47,1,33,1,0,0,0
"923",26600,55000,23,47,1,24,1,0,0,0
"924",64000,78500,33,64,1,31,1,0,0,0
"925",43000,48500,33,39,1,6,1,0,0,0
"926",45000,38000,2,5,1,3,1,0,0,0
"927",47500,57500,24,33,1,9,1,0,0,0
"928",54300,58800,7,13,1,6,1,0,0,0
"929",82000,110200,40,53,1,13,1,0,0,0
"930",63500,72000,26,46,1,20,1,0,0,0
"931",28300,37500,27,34,1,7,1,0,0,0
"932",35900,56000,17,38,1,21,1,0,0,0
"933",19000,51000,4,39,1,35,1,0,0,0
"934",24000,26900,14,23,1,9,1,0,0,0
"935",22000,52000,20,49,1,29,1,0,0,0
"936",63500,1e+05,32,55,1,23,1,0,0,0
"937",29500,46500,9,26,1,17,1,0,0,0
"938",90400,108000,33,43,1,10,1,0,0,0
"939",42000,49000,31,47,1,16,1,0,0,0
"940",70000,83000,35,54,1,19,1,0,0,0
"941",20200,28500,3,11,1,8,1,0,0,0
"942",24500,40000,5,35,1,30,1,0,0,0
"943",29000,28000,11,31,1,20,1,0,0,0
"944",33000,52000,8,30,1,22,1,0,0,0
"945",40900,35000,33,50,1,17,1,0,0,0
"946",47900,57000,25,29,1,4,1,0,0,0
"947",57900,87500,24,34,1,10,1,0,0,0
"948",72000,99000,37,53,1,16,1,0,0,0
"949",45000,49900,40,45,1,5,1,0,0,0
"950",78500,1e+05,31,48,1,17,1,0,0,0
"951",50000,54900,36,51,1,15,1,0,0,0
"952",25500,26900,11,17,1,6,1,0,0,0
"953",28900,42000,18,30,1,12,1,0,0,0
"954",49000,49000,59,60,1,1,1,0,0,0
"955",38500,54900,28,37,1,9,1,0,0,0
"956",36400,84200,7,63,1,56,1,0,0,0
"957",106500,114500,30,32,1,2,1,0,0,0
"958",54000,71500,30,45,1,15,1,0,0,0
"959",24900,23500,13,14,1,1,1,0,0,0
"960",59500,58900,35,36,1,1,1,0,0,0
"961",36000,49300,34,62,1,28,1,0,0,0
"962",38000,38000,60,64,1,4,1,0,0,0
"963",60500,72000,33,54,1,21,1,0,0,0
"964",45000,78500,18,53,1,35,1,0,0,0
"965",40500,50000,13,23,1,10,1,0,0,0
"966",34900,36700,15,21,1,6,1,0,0,0
"967",55500,58000,34,39,1,5,1,0,0,0
"968",59000,103000,27,47,1,20,1,0,0,0
"969",39500,94900,12,54,1,42,1,0,0,0
"970",32000,48000,17,50,1,33,1,0,0,0
"971",16500,25000,42,49,1,7,1,0,0,0
"972",44400,59000,34,58,1,24,1,0,0,0
"973",33500,55000,17,34,1,17,1,0,0,0
"974",34000,43900,20,26,1,6,1,0,0,0
"975",40000,54000,22,34,1,12,1,0,0,0
"976",19000,34900,17,33,1,16,1,0,0,0
"977",46900,82500,10,29,1,19,1,0,0,0
"978",18300,30000,17,30,1,13,1,0,0,0
"979",29900,50000,14,37,1,23,1,0,0,0
"980",13000,19000,2,15,1,13,1,0,0,0
"981",31500,51000,10,26,1,16,1,0,0,0
"982",42500,49200,33,43,1,10,1,0,0,0
"983",51000,68000,18,27,1,9,1,0,0,0
"984",27000,49000,7,29,1,22,1,0,0,0
"985",14800,10500,4,6,1,2,1,0,0,0
"986",56500,62900,48,55,1,7,1,0,0,0
"987",35500,35000,30,31,1,1,1,0,0,0
"988",39000,78500,20,37,1,17,1,0,0,0
"989",32200,43000,25,35,1,10,1,0,0,0
"990",26100,64000,6,34,1,28,1,0,0,0
"991",45000,122000,1,39,1,38,1,0,0,0
"992",150000,165000,35,54,1,19,1,0,0,0
"993",27300,63500,2,44,1,42,1,0,0,0
"994",42000,57000,29,51,1,22,1,0,0,0
"995",56000,72000,11,21,1,10,1,0,0,0
"996",27500,45000,11,30,1,19,1,0,0,0
"997",35000,57000,6,26,1,20,1,0,0,0
"998",43500,60500,28,56,1,28,1,0,0,0
"999",45500,71500,23,35,1,12,1,0,0,0
"1000",25500,33000,14,29,1,15,1,0,0,0
"1001",69000,75000,57,63,2,6,0,1,0,0
"1002",168050,167000,52,56,2,4,0,1,0,0
"1003",61700,106000,30,57,2,27,0,1,0,0
"1004",79500,98000,17,38,2,21,0,1,0,0
"1005",109900,113500,52,55,2,3,0,1,0,0
"1006",69000,77500,48,54,2,6,0,1,0,0
"1007",43900,48000,13,21,2,8,0,1,0,0
"1008",36000,37900,37,39,2,2,0,1,0,0
"1009",28000,40000,21,33,2,12,0,1,0,0
"1010",63500,87450,33,63,2,30,0,1,0,0
"1011",110750,127000,49,59,2,10,0,1,0,0
"1012",69900,93000,38,59,2,21,0,1,0,0
"1013",66000,72000,52,55,2,3,0,1,0,0
"1014",15900,19500,9,30,2,21,0,1,0,0
"1015",27500,29900,44,45,2,1,0,1,0,0
"1016",80700,102000,47,66,2,19,0,1,0,0
"1017",18500,43870,5,44,2,39,0,1,0,0
"1018",85800,96500,52,54,2,2,0,1,0,0
"1019",91000,96000,40,43,2,3,0,1,0,0
"1020",108500,121000,57,62,2,5,0,1,0,0
"1021",73900,83500,39,45,2,6,0,1,0,0
"1022",60000,83500,41,60,2,19,0,1,0,0
"1023",42900,43950,40,41,2,1,0,1,0,0
"1024",1e+05,102500,50,58,2,8,0,1,0,0
"1025",59500,72700,30,39,2,9,0,1,0,0
"1026",58900,66000,56,63,2,7,0,1,0,0
"1027",69900,86900,38,44,2,6,0,1,0,0
"1028",42500,64900,11,39,2,28,0,1,0,0
"1029",15400,34000,9,60,2,51,0,1,0,0
"1030",62500,95300,39,56,2,17,0,1,0,0
"1031",19000,31500,28,44,2,16,0,1,0,0
"1032",50200,52000,55,56,2,1,0,1,0,0
"1033",72500,115000,18,37,2,19,0,1,0,0
"1034",77000,105900,43,60,2,17,0,1,0,0
"1035",49500,45000,45,61,2,16,0,1,0,0
"1036",157000,179000,51,62,2,11,0,1,0,0
"1037",45500,47600,54,60,2,6,0,1,0,0
"1038",41900,43900,45,48,2,3,0,1,0,0
"1039",59500,71700,17,35,2,18,0,1,0,0
"1040",29000,38500,8,30,2,22,0,1,0,0
"1041",54000,63000,49,57,2,8,0,1,0,0
"1042",58730,64900,54,60,2,6,0,1,0,0
"1043",30000,33400,9,30,2,21,0,1,0,0
"1044",39900,46500,42,47,2,5,0,1,0,0
"1045",58000,62900,17,32,2,15,0,1,0,0
"1046",21300,29500,8,32,2,24,0,1,0,0
"1047",21900,24500,42,51,2,9,0,1,0,0
"1048",98500,3e+05,17,54,2,37,0,1,0,0
"1049",74500,75900,51,52,2,1,0,1,0,0
"1050",231200,297000,40,63,2,23,0,1,0,0
"1051",90000,126000,56,64,2,8,0,1,0,0
"1052",55500,70700,39,58,2,19,0,1,0,0
"1053",81900,130000,35,59,2,24,0,1,0,0
"1054",22000,35400,34,45,2,11,0,1,0,0
"1055",53000,56500,59,64,2,5,0,1,0,0
"1056",53500,59900,50,57,2,7,0,1,0,0
"1057",18000,24000,29,52,2,23,0,1,0,0
"1058",85900,87000,49,57,2,8,0,1,0,0
"1059",81000,161500,35,62,2,27,0,1,0,0
"1060",15300,20700,6,40,2,34,0,1,0,0
"1061",39200,43900,53,61,2,8,0,1,0,0
"1062",156500,158000,46,54,2,8,0,1,0,0
"1063",80000,115000,26,39,2,13,0,1,0,0
"1064",80900,89300,47,53,2,6,0,1,0,0
"1065",43500,38900,38,47,2,9,0,1,0,0
"1066",39900,79900,32,41,2,9,0,1,0,0
"1067",51500,56500,30,41,2,11,0,1,0,0
"1068",34500,36700,11,29,2,18,0,1,0,0
"1069",60000,50000,60,61,2,1,0,1,0,0
"1070",32000,65900,8,39,2,31,0,1,0,0
"1071",175000,230000,35,47,2,12,0,1,0,0
"1072",54900,94500,26,57,2,31,0,1,0,0
"1073",133060,140900,53,57,2,4,0,1,0,0
"1074",48500,63500,34,41,2,7,0,1,0,0
"1075",129500,188000,40,61,2,21,0,1,0,0
"1076",47500,66900,33,39,2,6,0,1,0,0
"1077",16000,30000,20,44,2,24,0,1,0,0
"1078",110820,120900,61,66,2,5,0,1,0,0
"1079",30000,35500,26,40,2,14,0,1,0,0
"1080",74000,132000,29,52,2,23,0,1,0,0
"1081",99500,1e+05,59,65,2,6,0,1,0,0
"1082",58900,64500,43,54,2,11,0,1,0,0
"1083",34200,37500,7,11,2,4,0,1,0,0
"1084",38200,40000,9,27,2,18,0,1,0,0
"1085",65500,70340,43,45,2,2,0,1,0,0
"1086",39000,48250,51,64,2,13,0,1,0,0
"1087",61490,67100,46,65,2,19,0,1,0,0
"1088",24500,27900,14,35,2,21,0,1,0,0
"1089",90000,176200,12,35,2,23,0,1,0,0
"1090",41900,66850,32,62,2,30,0,1,0,0
"1091",34900,40240,50,53,2,3,0,1,0,0
"1092",61000,90500,43,62,2,19,0,1,0,0
"1093",93600,114500,40,61,2,21,0,1,0,0
"1094",19100,29170,6,44,2,38,0,1,0,0
"1095",46400,48900,39,41,2,2,0,1,0,0
"1096",27500,51500,15,44,2,29,0,1,0,0
"1097",48900,59700,26,44,2,18,0,1,0,0
"1098",47500,48900,55,59,2,4,0,1,0,0
"1099",53000,88100,25,51,2,26,0,1,0,0
"1100",47100,51000,40,43,2,3,0,1,0,0
"1101",35000,42750,50,63,2,13,0,1,0,0
"1102",89500,110000,44,61,2,17,0,1,0,0
"1103",76800,96500,26,38,2,12,0,1,0,0
"1104",53800,55000,50,52,2,2,0,1,0,0
"1105",65500,72000,18,35,2,17,0,1,0,0
"1106",68000,76500,41,56,2,15,0,1,0,0
