Sale 1 Price;Sale 2 Price;Date Sale 1;Date Sale 2;City;Time Interval;Atlanta;Chicago;Dallas;Oakland
47500;70600;22;43;1;21;1;0;0;0
49000;67900;3;18;1;15;1;0;0;0
49900;50700;1;7;1;6;1;0;0;0
85500;120000;26;38;1;12;1;0;0;0
78000;76000;35;49;1;14;1;0;0;0
31500;34000;37;39;1;2;1;0;0;0
42000;64000;27;54;1;27;1;0;0;0
40000;79500;13;61;1;48;1;0;0;0
21500;27500;17;26;1;9;1;0;0;0
27500;36400;2;14;1;12;1;0;0;0
15500;18300;6;28;1;22;1;0;0;0
35000;45800;12;19;1;7;1;0;0;0
59000;64000;13;23;1;10;1;0;0;0
41500;49900;35;37;1;2;1;0;0;0
41900;54000;10;25;1;15;1;0;0;0
30500;36500;25;32;1;7;1;0;0;0
37400;51000;18;31;1;13;1;0;0;0
30000;45000;32;38;1;6;1;0;0;0
52000;129000;2;48;1;46;1;0;0;0
36000;36500;22;23;1;1;1;0;0;0
22500;62900;3;59;1;56;1;0;0;0
80500;83000;36;39;1;3;1;0;0;0
41000;62600;22;34;1;12;1;0;0;0
33500;41500;23;30;1;7;1;0;0;0
30000;43700;13;26;1;13;1;0;0;0
35500;69500;11;54;1;43;1;0;0;0
51500;66500;29;35;1;6;1;0;0;0
54000;62500;17;23;1;6;1;0;0;0
46000;64000;29;61;1;32;1;0;0;0
35000;47500;14;27;1;13;1;0;0;0
59900;59900;59;63;1;4;1;0;0;0
32000;38500;29;31;1;2;1;0;0;0
36500;41500;29;33;1;4;1;0;0;0
31500;48000;38;53;1;15;1;0;0;0
26500;40500;13;24;1;11;1;0;0;0
35000;43000;12;25;1;13;1;0;0;0
24000;46500;23;37;1;14;1;0;0;0
72000;71000;33;52;1;19;1;0;0;0
60000;90900;27;61;1;34;1;0;0;0
25500;32500;27;33;1;6;1;0;0;0
22400;27000;3;26;1;23;1;0;0;0
63900;122000;8;32;1;24;1;0;0;0
37800;37500;3;6;1;3;1;0;0;0
45500;62000;28;35;1;7;1;0;0;0
36500;47000;26;32;1;6;1;0;0;0
65000;167200;6;46;1;40;1;0;0;0
35000;45100;23;31;1;8;1;0;0;0
38100;88000;5;54;1;49;1;0;0;0
44900;63500;19;30;1;11;1;0;0;0
58500;88000;23;35;1;12;1;0;0;0
30400;38000;4;30;1;26;1;0;0;0
63500;73500;15;23;1;8;1;0;0;0
29000;53000;13;34;1;21;1;0;0;0
28000;38000;35;53;1;18;1;0;0;0
34500;44500;5;18;1;13;1;0;0;0
32000;43000;1;14;1;13;1;0;0;0
25000;60000;13;54;1;41;1;0;0;0
34500;54000;27;42;1;15;1;0;0;0
20500;42500;10;56;1;46;1;0;0;0
48500;80000;14;33;1;19;1;0;0;0
36000;40500;11;17;1;6;1;0;0;0
36000;57500;30;55;1;25;1;0;0;0
55100;55500;34;35;1;1;1;0;0;0
25000;57000;26;54;1;28;1;0;0;0
46500;105000;13;64;1;51;1;0;0;0
32500;41500;11;18;1;7;1;0;0;0
37000;57500;26;37;1;11;1;0;0;0
45500;71000;28;35;1;7;1;0;0;0
72000;86800;17;26;1;9;1;0;0;0
81500;136000;23;42;1;19;1;0;0;0
40000;63500;23;35;1;12;1;0;0;0
25000;29000;35;39;1;4;1;0;0;0
40300;48100;10;18;1;8;1;0;0;0
52500;69900;30;44;1;14;1;0;0;0
74000;76000;63;64;1;1;1;0;0;0
17500;27000;21;33;1;12;1;0;0;0
29500;32900;21;29;1;8;1;0;0;0
22500;26900;14;26;1;12;1;0;0;0
57000;54000;55;66;1;11;1;0;0;0
41500;57500;24;37;1;13;1;0;0;0
30400;43900;14;34;1;20;1;0;0;0
122900;140000;33;45;1;12;1;0;0;0
38000;79900;17;54;1;37;1;0;0;0
34500;36500;1;9;1;8;1;0;0;0
36000;51000;28;34;1;6;1;0;0;0
25900;24900;19;26;1;7;1;0;0;0
31500;62000;14;43;1;29;1;0;0;0
33700;67500;5;30;1;25;1;0;0;0
31100;77500;6;60;1;54;1;0;0;0
19900;17900;27;28;1;1;1;0;0;0
28500;54500;14;46;1;32;1;0;0;0
28500;49500;25;55;1;30;1;0;0;0
112000;170000;31;47;1;16;1;0;0;0
20600;31500;9;23;1;14;1;0;0;0
46800;62900;11;25;1;14;1;0;0;0
57000;58000;34;42;1;8;1;0;0;0
57000;77500;23;36;1;13;1;0;0;0
23000;56000;31;37;1;6;1;0;0;0
58500;82000;20;38;1;18;1;0;0;0
35100;57300;20;58;1;38;1;0;0;0
29000;47000;11;26;1;15;1;0;0;0
17300;24000;1;36;1;35;1;0;0;0
33500;42500;26;35;1;9;1;0;0;0
39000;73000;13;35;1;22;1;0;0;0
52000;61000;32;54;1;22;1;0;0;0
44000;62900;17;30;1;13;1;0;0;0
56000;69000;29;37;1;8;1;0;0;0
26300;36000;14;31;1;17;1;0;0;0
60500;81000;26;46;1;20;1;0;0;0
14000;14000;18;19;1;1;1;0;0;0
30000;55900;22;37;1;15;1;0;0;0
58000;81000;27;46;1;19;1;0;0;0
73500;114000;28;61;1;33;1;0;0;0
23800;20700;18;22;1;4;1;0;0;0
23000;36500;31;37;1;6;1;0;0;0
32000;46500;32;39;1;7;1;0;0;0
24000;25000;22;23;1;1;1;0;0;0
27900;35000;23;31;1;8;1;0;0;0
83000;77500;36;46;1;10;1;0;0;0
69000;78500;31;46;1;15;1;0;0;0
60000;70000;9;14;1;5;1;0;0;0
85000;117000;34;55;1;21;1;0;0;0
28500;42300;38;43;1;5;1;0;0;0
33000;33000;57;58;1;1;1;0;0;0
66900;73000;31;54;1;23;1;0;0;0
76500;85000;35;60;1;25;1;0;0;0
40900;43900;32;33;1;1;1;0;0;0
32500;44900;28;56;1;28;1;0;0;0
60000;74900;25;38;1;13;1;0;0;0
109500;116000;42;46;1;4;1;0;0;0
24900;27000;24;31;1;7;1;0;0;0
15000;33900;7;60;1;53;1;0;0;0
39200;57000;8;18;1;10;1;0;0;0
47500;79000;26;64;1;38;1;0;0;0
41000;117500;13;37;1;24;1;0;0;0
47900;58000;19;28;1;9;1;0;0;0
32200;67900;8;58;1;50;1;0;0;0
45000;49000;15;17;1;2;1;0;0;0
34400;48000;10;54;1;44;1;0;0;0
63000;78000;21;31;1;10;1;0;0;0
36000;60000;35;47;1;12;1;0;0;0
41000;53000;14;22;1;8;1;0;0;0
24500;31900;12;21;1;9;1;0;0;0
37700;63000;29;51;1;22;1;0;0;0
26000;24000;25;26;1;1;1;0;0;0
22500;36500;17;34;1;17;1;0;0;0
15900;37900;30;60;1;30;1;0;0;0
23900;24900;12;14;1;2;1;0;0;0
30500;76100;14;47;1;33;1;0;0;0
37000;45000;21;27;1;6;1;0;0;0
55000;59000;36;55;1;19;1;0;0;0
38000;52900;31;57;1;26;1;0;0;0
35500;90800;2;50;1;48;1;0;0;0
34000;36200;9;12;1;3;1;0;0;0
45000;65000;26;45;1;19;1;0;0;0
87000;116500;31;37;1;6;1;0;0;0
32600;51500;16;29;1;13;1;0;0;0
25000;33500;17;31;1;14;1;0;0;0
53500;72000;25;38;1;13;1;0;0;0
114000;114500;60;62;1;2;1;0;0;0
30000;55500;14;36;1;22;1;0;0;0
48000;75000;30;61;1;31;1;0;0;0
24500;31000;8;38;1;30;1;0;0;0
81500;97500;28;53;1;25;1;0;0;0
38000;49000;9;14;1;5;1;0;0;0
17500;42000;13;36;1;23;1;0;0;0
20000;45000;16;33;1;17;1;0;0;0
75000;79500;37;50;1;13;1;0;0;0
42700;45400;22;25;1;3;1;0;0;0
34000;46000;8;18;1;10;1;0;0;0
66000;81000;37;46;1;9;1;0;0;0
42900;74500;16;31;1;15;1;0;0;0
39900;71900;27;46;1;19;1;0;0;0
175000;207000;38;47;1;9;1;0;0;0
68900;79900;13;23;1;10;1;0;0;0
21500;26000;6;14;1;8;1;0;0;0
27500;30000;12;19;1;7;1;0;0;0
30500;36000;39;54;1;15;1;0;0;0
23900;20100;14;15;1;1;1;0;0;0
25900;28000;30;43;1;13;1;0;0;0
26500;40500;11;26;1;15;1;0;0;0
50000;69900;29;54;1;25;1;0;0;0
51000;85000;29;54;1;25;1;0;0;0
42000;68000;23;38;1;15;1;0;0;0
31000;61200;2;32;1;30;1;0;0;0
54500;65000;11;28;1;17;1;0;0;0
60900;59400;29;30;1;1;1;0;0;0
36900;38900;36;37;1;1;1;0;0;0
32500;69000;10;36;1;26;1;0;0;0
158800;185000;43;46;1;3;1;0;0;0
41500;41500;5;9;1;4;1;0;0;0
59000;55000;55;56;1;1;1;0;0;0
34900;59000;7;28;1;21;1;0;0;0
49800;59500;30;34;1;4;1;0;0;0
65000;122500;15;34;1;19;1;0;0;0
65000;87000;32;55;1;23;1;0;0;0
139000;148000;62;64;1;2;1;0;0;0
25000;28000;35;37;1;2;1;0;0;0
27900;39000;13;27;1;14;1;0;0;0
66400;107000;21;37;1;16;1;0;0;0
26500;37000;39;46;1;7;1;0;0;0
22000;44000;10;29;1;19;1;0;0;0
18000;41500;12;47;1;35;1;0;0;0
37500;56000;20;34;1;14;1;0;0;0
25100;40000;11;29;1;18;1;0;0;0
40000;48000;11;15;1;4;1;0;0;0
103500;142000;30;39;1;9;1;0;0;0
50500;65000;25;36;1;11;1;0;0;0
39500;48500;11;13;1;2;1;0;0;0
31400;38000;14;19;1;5;1;0;0;0
35000;54500;3;23;1;20;1;0;0;0
34500;43500;31;36;1;5;1;0;0;0
14000;29500;32;52;1;20;1;0;0;0
52000;54000;63;64;1;1;1;0;0;0
37500;41000;17;24;1;7;1;0;0;0
118700;134100;62;66;1;4;1;0;0;0
73000;71000;46;54;1;8;1;0;0;0
62000;78000;26;31;1;5;1;0;0;0
53000;56900;14;18;1;4;1;0;0;0
65000;64000;35;50;1;15;1;0;0;0
24000;33000;7;26;1;19;1;0;0;0
36000;38900;33;38;1;5;1;0;0;0
47900;66000;29;58;1;29;1;0;0;0
23000;30000;16;23;1;7;1;0;0;0
27500;44500;10;28;1;18;1;0;0;0
47000;54000;18;23;1;5;1;0;0;0
28000;37000;15;39;1;24;1;0;0;0
45700;56100;6;18;1;12;1;0;0;0
25500;31500;12;27;1;15;1;0;0;0
35000;57000;18;29;1;11;1;0;0;0
23400;37500;8;45;1;37;1;0;0;0
36500;60800;37;56;1;19;1;0;0;0
25500;30000;5;25;1;20;1;0;0;0
32000;62000;5;35;1;30;1;0;0;0
41800;36700;35;36;1;1;1;0;0;0
56900;67500;37;39;1;2;1;0;0;0
32000;60500;22;65;1;43;1;0;0;0
18900;29000;2;36;1;34;1;0;0;0
45500;110000;11;34;1;23;1;0;0;0
33000;74000;5;38;1;33;1;0;0;0
79900;91500;34;62;1;28;1;0;0;0
41500;69900;2;27;1;25;1;0;0;0
38500;46100;31;33;1;2;1;0;0;0
43900;46700;16;23;1;7;1;0;0;0
34600;78500;6;36;1;30;1;0;0;0
45500;72000;25;43;1;18;1;0;0;0
19500;28000;22;30;1;8;1;0;0;0
32300;52300;17;34;1;17;1;0;0;0
76500;70000;63;64;1;1;1;0;0;0
70300;81000;33;62;1;29;1;0;0;0
48500;83000;2;26;1;24;1;0;0;0
28000;37000;9;29;1;20;1;0;0;0
29000;35000;7;14;1;7;1;0;0;0
69000;118000;61;62;1;1;1;0;0;0
39500;92000;7;43;1;36;1;0;0;0
32200;32200;2;4;1;2;1;0;0;0
183500;180000;39;43;1;4;1;0;0;0
59800;83000;21;31;1;10;1;0;0;0
28600;40000;7;26;1;19;1;0;0;0
62000;79000;30;36;1;6;1;0;0;0
50000;59800;13;24;1;11;1;0;0;0
72400;85000;56;62;1;6;1;0;0;0
86000;103100;31;43;1;12;1;0;0;0
21500;35000;2;26;1;24;1;0;0;0
47000;63000;29;35;1;6;1;0;0;0
37500;42500;13;24;1;11;1;0;0;0
48500;80000;22;33;1;11;1;0;0;0
8500;23000;9;57;1;48;1;0;0;0
63500;63200;36;38;1;2;1;0;0;0
21900;34900;30;55;1;25;1;0;0;0
76000;211500;4;34;1;30;1;0;0;0
26000;63000;5;34;1;29;1;0;0;0
20900;43900;10;39;1;29;1;0;0;0
32800;53500;6;25;1;19;1;0;0;0
85200;87900;31;49;1;18;1;0;0;0
78000;85000;39;54;1;15;1;0;0;0
55500;61900;36;40;1;4;1;0;0;0
45000;65200;25;36;1;11;1;0;0;0
14000;16900;15;18;1;3;1;0;0;0
57500;125000;6;37;1;31;1;0;0;0
76000;76000;30;31;1;1;1;0;0;0
40000;77000;26;55;1;29;1;0;0;0
52500;74000;24;54;1;30;1;0;0;0
44000;69500;37;59;1;22;1;0;0;0
98400;98400;33;37;1;4;1;0;0;0
32500;54500;9;31;1;22;1;0;0;0
55500;58000;30;32;1;2;1;0;0;0
75500;105000;21;30;1;9;1;0;0;0
59000;81500;27;44;1;17;1;0;0;0
58500;74000;30;44;1;14;1;0;0;0
15100;40000;29;53;1;24;1;0;0;0
19500;32200;14;47;1;33;1;0;0;0
26600;55000;23;47;1;24;1;0;0;0
64000;78500;33;64;1;31;1;0;0;0
43000;48500;33;39;1;6;1;0;0;0
45000;38000;2;5;1;3;1;0;0;0
47500;57500;24;33;1;9;1;0;0;0
54300;58800;7;13;1;6;1;0;0;0
82000;110200;40;53;1;13;1;0;0;0
63500;72000;26;46;1;20;1;0;0;0
28300;37500;27;34;1;7;1;0;0;0
35900;56000;17;38;1;21;1;0;0;0
19000;51000;4;39;1;35;1;0;0;0
24000;26900;14;23;1;9;1;0;0;0
22000;52000;20;49;1;29;1;0;0;0
63500;100000;32;55;1;23;1;0;0;0
29500;46500;9;26;1;17;1;0;0;0
90400;108000;33;43;1;10;1;0;0;0
42000;49000;31;47;1;16;1;0;0;0
70000;83000;35;54;1;19;1;0;0;0
20200;28500;3;11;1;8;1;0;0;0
24500;40000;5;35;1;30;1;0;0;0
29000;28000;11;31;1;20;1;0;0;0
33000;52000;8;30;1;22;1;0;0;0
40900;35000;33;50;1;17;1;0;0;0
47900;57000;25;29;1;4;1;0;0;0
57900;87500;24;34;1;10;1;0;0;0
72000;99000;37;53;1;16;1;0;0;0
45000;49900;40;45;1;5;1;0;0;0
78500;100000;31;48;1;17;1;0;0;0
50000;54900;36;51;1;15;1;0;0;0
25500;26900;11;17;1;6;1;0;0;0
28900;42000;18;30;1;12;1;0;0;0
49000;49000;59;60;1;1;1;0;0;0
38500;54900;28;37;1;9;1;0;0;0
36400;84200;7;63;1;56;1;0;0;0
106500;114500;30;32;1;2;1;0;0;0
54000;71500;30;45;1;15;1;0;0;0
24900;23500;13;14;1;1;1;0;0;0
59500;58900;35;36;1;1;1;0;0;0
36000;49300;34;62;1;28;1;0;0;0
38000;38000;60;64;1;4;1;0;0;0
60500;72000;33;54;1;21;1;0;0;0
45000;78500;18;53;1;35;1;0;0;0
40500;50000;13;23;1;10;1;0;0;0
34900;36700;15;21;1;6;1;0;0;0
55500;58000;34;39;1;5;1;0;0;0
59000;103000;27;47;1;20;1;0;0;0
39500;94900;12;54;1;42;1;0;0;0
32000;48000;17;50;1;33;1;0;0;0
16500;25000;42;49;1;7;1;0;0;0
44400;59000;34;58;1;24;1;0;0;0
33500;55000;17;34;1;17;1;0;0;0
34000;43900;20;26;1;6;1;0;0;0
40000;54000;22;34;1;12;1;0;0;0
19000;34900;17;33;1;16;1;0;0;0
46900;82500;10;29;1;19;1;0;0;0
18300;30000;17;30;1;13;1;0;0;0
29900;50000;14;37;1;23;1;0;0;0
13000;19000;2;15;1;13;1;0;0;0
31500;51000;10;26;1;16;1;0;0;0
42500;49200;33;43;1;10;1;0;0;0
51000;68000;18;27;1;9;1;0;0;0
27000;49000;7;29;1;22;1;0;0;0
14800;10500;4;6;1;2;1;0;0;0
56500;62900;48;55;1;7;1;0;0;0
35500;35000;30;31;1;1;1;0;0;0
39000;78500;20;37;1;17;1;0;0;0
32200;43000;25;35;1;10;1;0;0;0
26100;64000;6;34;1;28;1;0;0;0
45000;122000;1;39;1;38;1;0;0;0
150000;165000;35;54;1;19;1;0;0;0
27300;63500;2;44;1;42;1;0;0;0
42000;57000;29;51;1;22;1;0;0;0
56000;72000;11;21;1;10;1;0;0;0
27500;45000;11;30;1;19;1;0;0;0
35000;57000;6;26;1;20;1;0;0;0
43500;60500;28;56;1;28;1;0;0;0
45500;71500;23;35;1;12;1;0;0;0
25500;33000;14;29;1;15;1;0;0;0
69000;75000;57;63;2;6;0;1;0;0
168050;167000;52;56;2;4;0;1;0;0
61700;106000;30;57;2;27;0;1;0;0
79500;98000;17;38;2;21;0;1;0;0
109900;113500;52;55;2;3;0;1;0;0
69000;77500;48;54;2;6;0;1;0;0
43900;48000;13;21;2;8;0;1;0;0
36000;37900;37;39;2;2;0;1;0;0
28000;40000;21;33;2;12;0;1;0;0
63500;87450;33;63;2;30;0;1;0;0
110750;127000;49;59;2;10;0;1;0;0
69900;93000;38;59;2;21;0;1;0;0
66000;72000;52;55;2;3;0;1;0;0
15900;19500;9;30;2;21;0;1;0;0
27500;29900;44;45;2;1;0;1;0;0
80700;102000;47;66;2;19;0;1;0;0
18500;43870;5;44;2;39;0;1;0;0
85800;96500;52;54;2;2;0;1;0;0
91000;96000;40;43;2;3;0;1;0;0
108500;121000;57;62;2;5;0;1;0;0
73900;83500;39;45;2;6;0;1;0;0
60000;83500;41;60;2;19;0;1;0;0
42900;43950;40;41;2;1;0;1;0;0
100000;102500;50;58;2;8;0;1;0;0
59500;72700;30;39;2;9;0;1;0;0
58900;66000;56;63;2;7;0;1;0;0
69900;86900;38;44;2;6;0;1;0;0
42500;64900;11;39;2;28;0;1;0;0
15400;34000;9;60;2;51;0;1;0;0
62500;95300;39;56;2;17;0;1;0;0
19000;31500;28;44;2;16;0;1;0;0
50200;52000;55;56;2;1;0;1;0;0
72500;115000;18;37;2;19;0;1;0;0
77000;105900;43;60;2;17;0;1;0;0
49500;45000;45;61;2;16;0;1;0;0
157000;179000;51;62;2;11;0;1;0;0
45500;47600;54;60;2;6;0;1;0;0
41900;43900;45;48;2;3;0;1;0;0
59500;71700;17;35;2;18;0;1;0;0
29000;38500;8;30;2;22;0;1;0;0
54000;63000;49;57;2;8;0;1;0;0
58730;64900;54;60;2;6;0;1;0;0
30000;33400;9;30;2;21;0;1;0;0
39900;46500;42;47;2;5;0;1;0;0
58000;62900;17;32;2;15;0;1;0;0
21300;29500;8;32;2;24;0;1;0;0
21900;24500;42;51;2;9;0;1;0;0
98500;300000;17;54;2;37;0;1;0;0
74500;75900;51;52;2;1;0;1;0;0
231200;297000;40;63;2;23;0;1;0;0
90000;126000;56;64;2;8;0;1;0;0
55500;70700;39;58;2;19;0;1;0;0
81900;130000;35;59;2;24;0;1;0;0
22000;35400;34;45;2;11;0;1;0;0
53000;56500;59;64;2;5;0;1;0;0
53500;59900;50;57;2;7;0;1;0;0
18000;24000;29;52;2;23;0;1;0;0
85900;87000;49;57;2;8;0;1;0;0
81000;161500;35;62;2;27;0;1;0;0
15300;20700;6;40;2;34;0;1;0;0
39200;43900;53;61;2;8;0;1;0;0
156500;158000;46;54;2;8;0;1;0;0
80000;115000;26;39;2;13;0;1;0;0
80900;89300;47;53;2;6;0;1;0;0
43500;38900;38;47;2;9;0;1;0;0
39900;79900;32;41;2;9;0;1;0;0
51500;56500;30;41;2;11;0;1;0;0
34500;36700;11;29;2;18;0;1;0;0
60000;50000;60;61;2;1;0;1;0;0
32000;65900;8;39;2;31;0;1;0;0
175000;230000;35;47;2;12;0;1;0;0
54900;94500;26;57;2;31;0;1;0;0
133060;140900;53;57;2;4;0;1;0;0
48500;63500;34;41;2;7;0;1;0;0
129500;188000;40;61;2;21;0;1;0;0
47500;66900;33;39;2;6;0;1;0;0
16000;30000;20;44;2;24;0;1;0;0
110820;120900;61;66;2;5;0;1;0;0
30000;35500;26;40;2;14;0;1;0;0
74000;132000;29;52;2;23;0;1;0;0
99500;100000;59;65;2;6;0;1;0;0
58900;64500;43;54;2;11;0;1;0;0
34200;37500;7;11;2;4;0;1;0;0
38200;40000;9;27;2;18;0;1;0;0
65500;70340;43;45;2;2;0;1;0;0
39000;48250;51;64;2;13;0;1;0;0
61490;67100;46;65;2;19;0;1;0;0
24500;27900;14;35;2;21;0;1;0;0
90000;176200;12;35;2;23;0;1;0;0
41900;66850;32;62;2;30;0;1;0;0
34900;40240;50;53;2;3;0;1;0;0
61000;90500;43;62;2;19;0;1;0;0
93600;114500;40;61;2;21;0;1;0;0
19100;29170;6;44;2;38;0;1;0;0
46400;48900;39;41;2;2;0;1;0;0
27500;51500;15;44;2;29;0;1;0;0
48900;59700;26;44;2;18;0;1;0;0
47500;48900;55;59;2;4;0;1;0;0
53000;88100;25;51;2;26;0;1;0;0
47100;51000;40;43;2;3;0;1;0;0
35000;42750;50;63;2;13;0;1;0;0
89500;110000;44;61;2;17;0;1;0;0
76800;96500;26;38;2;12;0;1;0;0
53800;55000;50;52;2;2;0;1;0;0
65500;72000;18;35;2;17;0;1;0;0
68000;76500;41;56;2;15;0;1;0;0
25000;38000;8;17;2;9;0;1;0;0
122500;153500;34;42;2;8;0;1;0;0
164000;168500;57;60;2;3;0;1;0;0
63900;77500;43;58;2;15;0;1;0;0
35800;59000;36;56;2;20;0;1;0;0
36900;41500;30;40;2;10;0;1;0;0
75000;80000;52;57;2;5;0;1;0;0
50900;45800;39;42;2;3;0;1;0;0
68500;68500;53;54;2;1;0;1;0;0
47000;53900;44;49;2;5;0;1;0;0
169900;177900;60;61;2;1;0;1;0;0
39000;63200;34;54;2;20;0;1;0;0
31500;38500;7;14;2;7;0;1;0;0
70000;86400;38;53;2;15;0;1;0;0
5760;5300;19;24;2;5;0;1;0;0
48000;59500;18;38;2;20;0;1;0;0
104900;119500;46;61;2;15;0;1;0;0
59000;83200;45;63;2;18;0;1;0;0
13600;20500;8;36;2;28;0;1;0;0
32000;65000;12;40;2;28;0;1;0;0
41500;37900;54;65;2;11;0;1;0;0
66900;68500;55;63;2;8;0;1;0;0
149900;180000;50;60;2;10;0;1;0;0
24900;26500;18;25;2;7;0;1;0;0
27400;36900;24;36;2;12;0;1;0;0
45200;93500;15;60;2;45;0;1;0;0
47670;56500;45;56;2;11;0;1;0;0
24000;30000;40;65;2;25;0;1;0;0
5080;4850;28;34;2;6;0;1;0;0
26500;36500;32;50;2;18;0;1;0;0
40200;43600;39;40;2;1;0;1;0;0
46300;54000;39;48;2;9;0;1;0;0
63000;85000;37;62;2;25;0;1;0;0
62300;96500;38;63;2;25;0;1;0;0
42500;69800;37;55;2;18;0;1;0;0
71200;76500;45;54;2;9;0;1;0;0
64000;69000;44;47;2;3;0;1;0;0
120500;111000;48;56;2;8;0;1;0;0
27700;27900;40;66;2;26;0;1;0;0
23900;40000;31;58;2;27;0;1;0;0
17000;33500;16;53;2;37;0;1;0;0
37500;40900;53;59;2;6;0;1;0;0
42700;57000;14;42;2;28;0;1;0;0
75700;107650;39;51;2;12;0;1;0;0
75000;118750;25;57;2;32;0;1;0;0
89900;94900;47;55;2;8;0;1;0;0
59860;62900;43;50;2;7;0;1;0;0
71000;91300;39;54;2;15;0;1;0;0
45000;67700;30;47;2;17;0;1;0;0
43500;75000;32;65;2;33;0;1;0;0
40700;46500;29;31;2;2;0;1;0;0
31900;39300;39;51;2;12;0;1;0;0
25300;33500;7;29;2;22;0;1;0;0
33000;56600;29;52;2;23;0;1;0;0
31800;67000;11;41;2;30;0;1;0;0
89500;89500;62;63;2;1;0;1;0;0
23000;69000;13;66;2;53;0;1;0;0
38300;42800;30;37;2;7;0;1;0;0
30000;38400;13;29;2;16;0;1;0;0
48600;55070;42;43;2;1;0;1;0;0
16500;20000;8;31;2;23;0;1;0;0
99900;118000;43;61;2;18;0;1;0;0
20800;24200;6;32;2;26;0;1;0;0
54200;70000;40;56;2;16;0;1;0;0
45900;61000;39;50;2;11;0;1;0;0
197750;215000;55;56;2;1;0;1;0;0
41500;85000;10;38;2;28;0;1;0;0
42000;62500;22;39;2;17;0;1;0;0
128500;135000;57;63;2;6;0;1;0;0
81900;76800;59;62;2;3;0;1;0;0
29700;33900;5;27;2;22;0;1;0;0
83900;88200;46;53;2;7;0;1;0;0
104800;130000;39;51;2;12;0;1;0;0
50000;97730;26;61;2;35;0;1;0;0
58900;110000;27;63;2;36;0;1;0;0
54900;57500;57;61;2;4;0;1;0;0
47720;46320;43;44;2;1;0;1;0;0
63900;79500;46;57;2;11;0;1;0;0
40000;43900;29;40;2;11;0;1;0;0
53250;54900;61;62;2;1;0;1;0;0
17400;28900;15;46;2;31;0;1;0;0
23400;34000;5;33;2;28;0;1;0;0
84500;110500;43;61;2;18;0;1;0;0
17500;21700;6;32;2;26;0;1;0;0
21900;43000;6;45;2;39;0;1;0;0
73000;81000;23;31;2;8;0;1;0;0
20200;35900;6;30;2;24;0;1;0;0
32000;60000;23;46;2;23;0;1;0;0
31500;36800;6;34;2;28;0;1;0;0
16700;24450;16;50;2;34;0;1;0;0
20000;28000;10;40;2;30;0;1;0;0
150000;198800;22;49;2;27;0;1;0;0
10020;24700;53;57;2;4;0;1;0;0
60000;75000;17;46;2;29;0;1;0;0
83500;89900;61;62;2;1;0;1;0;0
105000;173500;49;54;2;5;0;1;0;0
74000;81900;45;53;2;8;0;1;0;0
56500;59900;43;54;2;11;0;1;0;0
43800;48200;38;47;2;9;0;1;0;0
56000;78000;23;46;2;23;0;1;0;0
24660;36000;50;57;2;7;0;1;0;0
24300;57750;5;57;2;52;0;1;0;0
60000;71500;45;57;2;12;0;1;0;0
135000;145000;54;59;2;5;0;1;0;0
164900;172550;55;57;2;2;0;1;0;0
34500;37200;57;59;2;2;0;1;0;0
43500;71000;9;44;2;35;0;1;0;0
90000;125000;42;53;2;11;0;1;0;0
43900;50000;50;56;2;6;0;1;0;0
70500;74000;38;43;2;5;0;1;0;0
16000;28500;27;46;2;19;0;1;0;0
78900;80750;46;47;2;1;0;1;0;0
78120;76500;49;51;2;2;0;1;0;0
21000;26900;37;45;2;8;0;1;0;0
24700;34000;10;26;2;16;0;1;0;0
25600;49500;30;57;2;27;0;1;0;0
17800;32570;27;45;2;18;0;1;0;0
52000;76000;46;65;2;19;0;1;0;0
36500;46200;19;39;2;20;0;1;0;0
173500;231200;37;40;2;3;0;1;0;0
35000;44200;20;36;2;16;0;1;0;0
20500;23500;7;23;2;16;0;1;0;0
66000;69900;48;53;2;5;0;1;0;0
103900;122000;53;63;2;10;0;1;0;0
53400;68000;38;42;2;4;0;1;0;0
207350;250000;42;50;2;8;0;1;0;0
90900;104500;38;47;2;9;0;1;0;0
27900;36000;35;54;2;19;0;1;0;0
17000;18700;14;30;2;16;0;1;0;0
145000;160000;56;62;2;6;0;1;0;0
37500;51500;11;30;2;19;0;1;0;0
20000;26900;5;34;2;29;0;1;0;0
45500;94000;32;62;2;30;0;1;0;0
41000;59300;10;33;2;23;0;1;0;0
34900;59000;11;52;2;41;0;1;0;0
30400;37000;18;58;2;40;0;1;0;0
110000;162500;38;64;2;26;0;1;0;0
77900;89900;43;51;2;8;0;1;0;0
38000;95000;22;58;2;36;0;1;0;0
41900;47500;39;56;2;17;0;1;0;0
137400;141000;59;61;2;2;0;1;0;0
60000;60000;54;56;2;2;0;1;0;0
23500;29900;10;38;2;28;0;1;0;0
55000;115000;26;63;2;37;0;1;0;0
79400;80250;41;47;2;6;0;1;0;0
25500;67900;12;63;2;51;0;1;0;0
65000;72500;43;54;2;11;0;1;0;0
32500;54900;30;40;2;10;0;1;0;0
50200;52500;43;48;2;5;0;1;0;0
114000;125000;63;65;2;2;0;1;0;0
42000;74000;34;58;2;24;0;1;0;0
32000;36700;31;39;2;8;0;1;0;0
34900;37300;25;37;2;12;0;1;0;0
11000;20650;51;53;2;2;0;1;0;0
48900;52000;44;62;2;18;0;1;0;0
48900;57700;33;45;2;12;0;1;0;0
36800;38000;40;41;2;1;0;1;0;0
